no,yes,actual,is_pos,tp,fp,sensitivity,fpr,specificity,precision,seed,groups,train_frac
0.572,0.428,no,FALSE,14,8,0.9333333333333332,0.2962962962962963,0.7037037037037037,0.6363636363636364,108,experiment,0.65
0.585,0.415,no,FALSE,14,9,0.9333333333333332,0.3333333333333333,0.6666666666666667,0.6086956521739131,108,experiment,0.65
0.674,0.326,yes,TRUE,15,9,1,0.3333333333333333,0.6666666666666667,0.625,108,experiment,0.65
0.689,0.311,no,FALSE,15,10,1,0.3703703703703703,0.6296296296296297,0.6,108,experiment,0.65
0.717,0.283,no,FALSE,15,11,1,0.4074074074074074,0.5925925925925926,0.5769230769230769,108,experiment,0.65
0.747,0.253,no,FALSE,15,12,1,0.4444444444444444,0.5555555555555556,0.5555555555555556,108,experiment,0.65
0.749,0.251,no,FALSE,15,13,1,0.48148148148148145,0.5185185185185186,0.5357142857142857,108,experiment,0.65
0.755,0.245,no,FALSE,15,14,1,0.5185185185185185,0.4814814814814815,0.5172413793103449,108,experiment,0.65
0.774,0.226,no,FALSE,15,15,1,0.5555555555555556,0.4444444444444444,0.5,108,experiment,0.65
0.795,0.205,no,FALSE,15,16,1,0.5925925925925926,0.40740740740740744,0.4838709677419355,108,experiment,0.65
0.8,0.2,no,FALSE,15,17,1,0.6296296296296297,0.3703703703703703,0.46875,108,experiment,0.65
0.815,0.185,no,FALSE,15,18,1,0.6666666666666666,0.33333333333333337,0.4545454545454546,108,experiment,0.65
0.816,0.184,no,FALSE,15,19,1,0.7037037037037037,0.2962962962962963,0.4411764705882353,108,experiment,0.65
0.838,0.162,no,FALSE,15,20,1,0.7407407407407407,0.2592592592592593,0.42857142857142855,108,experiment,0.65
0.846,0.154,no,FALSE,15,21,1,0.7777777777777778,0.2222222222222222,0.4166666666666667,108,experiment,0.65
0.851,0.149,no,FALSE,15,22,1,0.8148148148148148,0.18518518518518523,0.40540540540540543,108,experiment,0.65
0.901,0.099,no,FALSE,15,23,1,0.8518518518518519,0.14814814814814814,0.3947368421052632,108,experiment,0.65
0.916,0.084,no,FALSE,15,24,1,0.8888888888888888,0.11111111111111116,0.38461538461538464,108,experiment,0.65
0.919,0.081,no,FALSE,15,25,1,0.925925925925926,0.07407407407407407,0.375,108,experiment,0.65
0.929,0.071,no,FALSE,15,26,1,0.9629629629629628,0.03703703703703709,0.36585365853658536,108,experiment,0.65
0.952,0.048,no,FALSE,15,27,1,1,0,0.35714285714285715,108,experiment,0.65
0.09,0.91,yes,TRUE,1,0,0.2,0,1,1,109,experiment,0.65
0.113,0.887,yes,TRUE,2,0,0.4,0,1,1,109,experiment,0.65
0.116,0.884,yes,TRUE,3,0,0.6,0,1,1,109,experiment,0.65
0.119,0.881,yes,TRUE,4,0,0.8,0,1,1,109,experiment,0.65
0.223,0.777,no,FALSE,4,1,0.8,0.04545454545454545,0.9545454545454546,0.8,109,experiment,0.65
0.245,0.755,no,FALSE,4,2,0.8,0.09090909090909093,0.9090909090909092,0.6666666666666666,109,experiment,0.65
0.343,0.657,no,FALSE,4,3,0.8,0.13636363636363635,0.8636363636363636,0.5714285714285714,109,experiment,0.65
0.383,0.617,yes,TRUE,5,3,1,0.13636363636363635,0.8636363636363636,0.625,109,experiment,0.65
0.391,0.609,no,FALSE,5,4,1,0.18181818181818185,0.8181818181818181,0.5555555555555556,109,experiment,0.65
0.393,0.607,no,FALSE,5,5,1,0.2272727272727273,0.7727272727272727,0.5,109,experiment,0.65
0.449,0.551,no,FALSE,5,6,1,0.2727272727272727,0.7272727272727273,0.4545454545454546,109,experiment,0.65
0.463,0.537,no,FALSE,5,7,1,0.3181818181818182,0.6818181818181819,0.4166666666666667,109,experiment,0.65
0.511,0.489,no,FALSE,5,8,1,0.3636363636363637,0.6363636363636364,0.38461538461538464,109,experiment,0.65
0.528,0.472,no,FALSE,5,9,1,0.4090909090909091,0.5909090909090908,0.35714285714285715,109,experiment,0.65
0.548,0.452,no,FALSE,5,10,1,0.4545454545454546,0.5454545454545454,0.3333333333333333,109,experiment,0.65
0.591,0.409,no,FALSE,5,11,1,0.5,0.5,0.3125,109,experiment,0.65
0.607,0.393,no,FALSE,5,12,1,0.5454545454545454,0.4545454545454546,0.29411764705882354,109,experiment,0.65
0.625,0.375,no,FALSE,5,13,1,0.5909090909090909,0.40909090909090906,0.2777777777777778,109,experiment,0.65
0.698,0.302,no,FALSE,5,14,1,0.6363636363636364,0.3636363636363637,0.2631578947368421,109,experiment,0.65
0.7,0.3,no,FALSE,5,15,1,0.6818181818181818,0.31818181818181823,0.25,109,experiment,0.65
0.732,0.268,no,FALSE,5,16,1,0.7272727272727273,0.2727272727272727,0.23809523809523808,109,experiment,0.65
0.749,0.251,no,FALSE,5,17,1,0.7727272727272727,0.2272727272727273,0.2272727272727273,109,experiment,0.65
0.753,0.247,no,FALSE,5,18,1,0.8181818181818182,0.18181818181818177,0.21739130434782608,109,experiment,0.65
0.836,0.164,no,FALSE,5,19,1,0.8636363636363636,0.13636363636363635,0.20833333333333337,109,experiment,0.65
0.866,0.134,no,FALSE,5,20,1,0.9090909090909092,0.09090909090909094,0.2,109,experiment,0.65
0.905,0.095,no,FALSE,5,21,1,0.9545454545454546,0.04545454545454541,0.19230769230769232,109,experiment,0.65
0.934,0.066,no,FALSE,5,22,1,1,0,0.18518518518518515,109,experiment,0.65
0.02,0.98,yes,TRUE,1,0,0.09090909090909093,0,1,1,110,experiment,0.65
0.031,0.969,yes,TRUE,2,0,0.18181818181818185,0,1,1,110,experiment,0.65
0.242,0.758,yes,TRUE,3,0,0.2727272727272727,0,1,1,110,experiment,0.65
0.248,0.752,yes,TRUE,4,0,0.3636363636363637,0,1,1,110,experiment,0.65
0.277,0.723,yes,TRUE,5,0,0.4545454545454546,0,1,1,110,experiment,0.65
0.373,0.627,no,FALSE,5,1,0.4545454545454546,0.09090909090909093,0.9090909090909092,0.8333333333333334,110,experiment,0.65
0.381,0.619,yes,TRUE,6,1,0.5454545454545454,0.09090909090909093,0.9090909090909092,0.8571428571428571,110,experiment,0.65
0.39,0.61,yes,TRUE,7,1,0.6363636363636364,0.09090909090909093,0.9090909090909092,0.875,110,experiment,0.65
0.632,0.368,yes,TRUE,8,1,0.7272727272727273,0.09090909090909093,0.9090909090909092,0.8888888888888888,110,experiment,0.65
0.681,0.319,no,FALSE,8,2,0.7272727272727273,0.18181818181818185,0.8181818181818181,0.8,110,experiment,0.65
0.731,0.269,yes,TRUE,9,2,0.8181818181818182,0.18181818181818185,0.8181818181818181,0.8181818181818182,110,experiment,0.65
0.776,0.224,yes,TRUE,10,2,0.9090909090909092,0.18181818181818185,0.8181818181818181,0.8333333333333334,110,experiment,0.65
0.79,0.21,yes,TRUE,11,2,1,0.18181818181818185,0.8181818181818181,0.8461538461538461,110,experiment,0.65
0.812,0.188,no,FALSE,11,3,1,0.2727272727272727,0.7272727272727273,0.7857142857142857,110,experiment,0.65
0.832,0.168,no,FALSE,11,4,1,0.3636363636363637,0.6363636363636364,0.7333333333333333,110,experiment,0.65
0.859,0.141,no,FALSE,11,5,1,0.4545454545454546,0.5454545454545454,0.6875,110,experiment,0.65
0.866,0.134,no,FALSE,11,6,1,0.5454545454545454,0.4545454545454546,0.6470588235294118,110,experiment,0.65
0.882,0.118,no,FALSE,11,7,1,0.6363636363636364,0.3636363636363637,0.6111111111111112,110,experiment,0.65
0.888,0.112,no,FALSE,11,8,1,0.7272727272727273,0.2727272727272727,0.5789473684210527,110,experiment,0.65
0.921,0.079,no,FALSE,11,9,1,0.8181818181818182,0.18181818181818177,0.55,110,experiment,0.65
0.923,0.077,no,FALSE,11,10,1,0.9090909090909092,0.09090909090909094,0.5238095238095238,110,experiment,0.65
0.954,0.046,no,FALSE,11,11,1,1,0,0.5,110,experiment,0.65
0.033,0.967,yes,TRUE,1,0,0.09090909090909093,0,1,1,111,experiment,0.65
0.035,0.965,yes,TRUE,2,0,0.18181818181818185,0,1,1,111,experiment,0.65
0.201,0.799,yes,TRUE,3,0,0.2727272727272727,0,1,1,111,experiment,0.65
0.316,0.684,yes,TRUE,4,0,0.3636363636363637,0,1,1,111,experiment,0.65
0.325,0.675,yes,TRUE,5,0,0.4545454545454546,0,1,1,111,experiment,0.65
0.436,0.564,no,FALSE,5,1,0.4545454545454546,0.09090909090909093,0.9090909090909092,0.8333333333333334,111,experiment,0.65
0.444,0.556,yes,TRUE,6,1,0.5454545454545454,0.09090909090909093,0.9090909090909092,0.8571428571428571,111,experiment,0.65
0.461,0.539,yes,TRUE,7,1,0.6363636363636364,0.09090909090909093,0.9090909090909092,0.875,111,experiment,0.65
0.637,0.363,yes,TRUE,8,1,0.7272727272727273,0.09090909090909093,0.9090909090909092,0.8888888888888888,111,experiment,0.65
0.657,0.343,yes,TRUE,9,1,0.8181818181818182,0.09090909090909093,0.9090909090909092,0.9,111,experiment,0.65
0.723,0.277,no,FALSE,9,2,0.8181818181818182,0.18181818181818185,0.8181818181818181,0.8181818181818182,111,experiment,0.65
0.754,0.246,yes,TRUE,10,2,0.9090909090909092,0.18181818181818185,0.8181818181818181,0.8333333333333334,111,experiment,0.65
0.759,0.241,yes,TRUE,11,2,1,0.18181818181818185,0.8181818181818181,0.8461538461538461,111,experiment,0.65
0.796,0.204,no,FALSE,11,3,1,0.2727272727272727,0.7272727272727273,0.7857142857142857,111,experiment,0.65
0.82,0.18,no,FALSE,11,4,1,0.3636363636363637,0.6363636363636364,0.7333333333333333,111,experiment,0.65
0.823,0.177,no,FALSE,11,5,1,0.4545454545454546,0.5454545454545454,0.6875,111,experiment,0.65
0.83,0.17,no,FALSE,11,6,1,0.5454545454545454,0.4545454545454546,0.6470588235294118,111,experiment,0.65
0.839,0.161,no,FALSE,11,7,1,0.6363636363636364,0.3636363636363637,0.6111111111111112,111,experiment,0.65
0.898,0.102,no,FALSE,11,8,1,0.7272727272727273,0.2727272727272727,0.5789473684210527,111,experiment,0.65
0.902,0.098,no,FALSE,11,9,1,0.8181818181818182,0.18181818181818177,0.55,111,experiment,0.65
0.927,0.073,no,FALSE,11,10,1,0.9090909090909092,0.09090909090909094,0.5238095238095238,111,experiment,0.65
0.956,0.044,no,FALSE,11,11,1,1,0,0.5,111,experiment,0.65
0.016,0.984,yes,TRUE,1,0,0.09090909090909093,0,1,1,112,experiment,0.65
0.018,0.982,yes,TRUE,2,0,0.18181818181818185,0,1,1,112,experiment,0.65
0.114,0.886,yes,TRUE,3,0,0.2727272727272727,0,1,1,112,experiment,0.65
0.186,0.814,yes,TRUE,4,0,0.3636363636363637,0,1,1,112,experiment,0.65
0.216,0.784,yes,TRUE,5,0,0.4545454545454546,0,1,1,112,experiment,0.65
0.319,0.681,yes,TRUE,6,0,0.5454545454545454,0,1,1,112,experiment,0.65
0.347,0.653,no,FALSE,6,1,0.5454545454545454,0.04545454545454545,0.9545454545454546,0.8571428571428571,112,experiment,0.65
0.359,0.641,yes,TRUE,7,1,0.6363636363636364,0.04545454545454545,0.9545454545454546,0.875,112,experiment,0.65
0.382,0.618,no,FALSE,7,2,0.6363636363636364,0.09090909090909093,0.9090909090909092,0.7777777777777778,112,experiment,0.65
0.395,0.605,no,FALSE,7,3,0.6363636363636364,0.13636363636363635,0.8636363636363636,0.7,112,experiment,0.65
0.433,0.567,yes,TRUE,8,3,0.7272727272727273,0.13636363636363635,0.8636363636363636,0.7272727272727273,112,experiment,0.65
0.522,0.478,no,FALSE,8,4,0.7272727272727273,0.18181818181818185,0.8181818181818181,0.6666666666666666,112,experiment,0.65
0.542,0.458,no,FALSE,8,5,0.7272727272727273,0.2272727272727273,0.7727272727272727,0.6153846153846154,112,experiment,0.65
0.553,0.447,no,FALSE,8,6,0.7272727272727273,0.2727272727272727,0.7272727272727273,0.5714285714285714,112,experiment,0.65
0.559,0.441,no,FALSE,8,7,0.7272727272727273,0.3181818181818182,0.6818181818181819,0.5333333333333333,112,experiment,0.65
0.569,0.431,yes,TRUE,9,7,0.8181818181818182,0.3181818181818182,0.6818181818181819,0.5625,112,experiment,0.65
0.619,0.381,yes,TRUE,10,7,0.9090909090909092,0.3181818181818182,0.6818181818181819,0.5882352941176471,112,experiment,0.65
0.623,0.377,no,FALSE,10,8,0.9090909090909092,0.3636363636363637,0.6363636363636364,0.5555555555555556,112,experiment,0.65
0.645,0.355,no,FALSE,10,9,0.9090909090909092,0.4090909090909091,0.5909090909090908,0.5263157894736842,112,experiment,0.65
0.649,0.351,no,FALSE,10,10,0.9090909090909092,0.4545454545454546,0.5454545454545454,0.5,112,experiment,0.65
0.692,0.308,yes,TRUE,11,10,1,0.4545454545454546,0.5454545454545454,0.5238095238095238,112,experiment,0.65
0.743,0.257,no,FALSE,11,11,1,0.5,0.5,0.5,112,experiment,0.65
0.744,0.256,no,FALSE,11,12,1,0.5454545454545454,0.4545454545454546,0.4782608695652174,112,experiment,0.65
0.779,0.221,no,FALSE,11,13,1,0.5909090909090909,0.40909090909090906,0.4583333333333333,112,experiment,0.65
0.851,0.149,no,FALSE,11,14,1,0.6363636363636364,0.3636363636363637,0.44,112,experiment,0.65
0.865,0.135,no,FALSE,11,15,1,0.6818181818181818,0.31818181818181823,0.4230769230769231,112,experiment,0.65
0.88,0.12,no,FALSE,11,16,1,0.7272727272727273,0.2727272727272727,0.4074074074074074,112,experiment,0.65
0.881,0.119,no,FALSE,11,17,1,0.7727272727272727,0.2272727272727273,0.3928571428571429,112,experiment,0.65
0.907,0.093,no,FALSE,11,18,1,0.8181818181818182,0.18181818181818177,0.3793103448275862,112,experiment,0.65
0.942,0.058,no,FALSE,11,19,1,0.8636363636363636,0.13636363636363635,0.36666666666666664,112,experiment,0.65
0.945,0.055,no,FALSE,11,20,1,0.9090909090909092,0.09090909090909094,0.3548387096774194,112,experiment,0.65
0.957,0.043,no,FALSE,11,21,1,0.9545454545454546,0.04545454545454541,0.34375,112,experiment,0.65
0.959,0.041,no,FALSE,11,22,1,1,0,0.3333333333333333,112,experiment,0.65
0.134,0.866,yes,TRUE,1,0,0.1111111111111111,0,1,1,113,experiment,0.65
0.182,0.818,yes,TRUE,2,0,0.2222222222222222,0,1,1,113,experiment,0.65
0.202,0.798,yes,TRUE,3,0,0.3333333333333333,0,1,1,113,experiment,0.65
0.22,0.78,yes,TRUE,4,0,0.4444444444444444,0,1,1,113,experiment,0.65
0.25,0.75,yes,TRUE,5,0,0.5555555555555556,0,1,1,113,experiment,0.65
0.292,0.708,yes,TRUE,6,0,0.6666666666666666,0,1,1,113,experiment,0.65
0.332,0.668,yes,TRUE,7,0,0.7777777777777778,0,1,1,113,experiment,0.65
0.359,0.641,yes,TRUE,8,0,0.8888888888888888,0,1,1,113,experiment,0.65
0.655,0.345,no,FALSE,8,1,0.8888888888888888,0.07692307692307693,0.9230769230769232,0.8888888888888888,113,experiment,0.65
0.698,0.302,yes,TRUE,9,1,1,0.07692307692307693,0.9230769230769232,0.9,113,experiment,0.65
0.745,0.255,no,FALSE,9,2,1,0.15384615384615383,0.8461538461538461,0.8181818181818182,113,experiment,0.65
0.8,0.2,no,FALSE,9,3,1,0.2307692307692308,0.7692307692307692,0.75,113,experiment,0.65
0.807,0.193,no,FALSE,9,4,1,0.3076923076923077,0.6923076923076923,0.6923076923076923,113,experiment,0.65
0.822,0.178,no,FALSE,9,5,1,0.38461538461538464,0.6153846153846154,0.6428571428571429,113,experiment,0.65
0.826,0.174,no,FALSE,9,6,1,0.4615384615384616,0.5384615384615384,0.6,113,experiment,0.65
0.832,0.168,no,FALSE,9,7,1,0.5384615384615384,0.4615384615384616,0.5625,113,experiment,0.65
0.858,0.142,no,FALSE,9,8,1,0.6153846153846154,0.3846153846153846,0.5294117647058824,113,experiment,0.65
0.86,0.14,no,FALSE,9,9,1,0.6923076923076923,0.3076923076923077,0.5,113,experiment,0.65
0.877,0.123,no,FALSE,9,10,1,0.7692307692307693,0.23076923076923073,0.47368421052631576,113,experiment,0.65
0.892,0.108,no,FALSE,9,11,1,0.8461538461538461,0.15384615384615383,0.45,113,experiment,0.65
0.9,0.1,no,FALSE,9,12,1,0.9230769230769232,0.07692307692307687,0.42857142857142855,113,experiment,0.65
0.921,0.079,no,FALSE,9,13,1,1,0,0.4090909090909091,113,experiment,0.65
0.135,0.865,yes,TRUE,1,0,0.1,0,1,1,114,experiment,0.65
0.175,0.825,yes,TRUE,2,0,0.2,0,1,1,114,experiment,0.65
0.204,0.796,yes,TRUE,3,0,0.3,0,1,1,114,experiment,0.65
0.225,0.775,yes,TRUE,4,0,0.4,0,1,1,114,experiment,0.65
0.226,0.774,yes,TRUE,5,0,0.5,0,1,1,114,experiment,0.65
0.272,0.728,yes,TRUE,6,0,0.6,0,1,1,114,experiment,0.65
0.329,0.671,yes,TRUE,7,0,0.7,0,1,1,114,experiment,0.65
0.353,0.647,yes,TRUE,8,0,0.8,0,1,1,114,experiment,0.65
0.451,0.549,no,FALSE,8,1,0.8,0.05263157894736842,0.9473684210526316,0.8888888888888888,114,experiment,0.65
0.56,0.44,yes,TRUE,9,1,0.9,0.05263157894736842,0.9473684210526316,0.9,114,experiment,0.65
0.571,0.429,no,FALSE,9,2,0.9,0.10526315789473684,0.8947368421052632,0.8181818181818182,114,experiment,0.65
0.628,0.372,yes,TRUE,10,2,1,0.10526315789473684,0.8947368421052632,0.8333333333333334,114,experiment,0.65
0.659,0.341,no,FALSE,10,3,1,0.15789473684210523,0.8421052631578947,0.7692307692307693,114,experiment,0.65
0.663,0.337,no,FALSE,10,4,1,0.21052631578947367,0.7894736842105263,0.7142857142857143,114,experiment,0.65
0.688,0.312,no,FALSE,10,5,1,0.2631578947368421,0.736842105263158,0.6666666666666666,114,experiment,0.65
0.717,0.283,no,FALSE,10,6,1,0.3157894736842105,0.6842105263157895,0.625,114,experiment,0.65
0.748,0.252,no,FALSE,10,7,1,0.3684210526315789,0.631578947368421,0.5882352941176471,114,experiment,0.65
0.805,0.195,no,FALSE,10,8,1,0.42105263157894735,0.5789473684210527,0.5555555555555556,114,experiment,0.65
0.812,0.188,no,FALSE,10,9,1,0.47368421052631576,0.5263157894736843,0.5263157894736842,114,experiment,0.65
0.813,0.187,no,FALSE,10,10,1,0.5263157894736842,0.4736842105263158,0.5,114,experiment,0.65
0.816,0.184,no,FALSE,10,11,1,0.5789473684210527,0.42105263157894735,0.47619047619047616,114,experiment,0.65
0.831,0.169,no,FALSE,10,12,1,0.631578947368421,0.368421052631579,0.4545454545454546,114,experiment,0.65
0.844,0.156,no,FALSE,10,13,1,0.6842105263157895,0.3157894736842105,0.43478260869565216,114,experiment,0.65
0.854,0.146,no,FALSE,10,14,1,0.7368421052631579,0.26315789473684215,0.4166666666666667,114,experiment,0.65
0.86,0.14,no,FALSE,10,15,1,0.7894736842105263,0.21052631578947367,0.4,114,experiment,0.65
0.863,0.137,no,FALSE,10,16,1,0.8421052631578947,0.1578947368421053,0.38461538461538464,114,experiment,0.65
0.875,0.125,no,FALSE,10,17,1,0.8947368421052632,0.10526315789473684,0.3703703703703703,114,experiment,0.65
0.882,0.118,no,FALSE,10,18,1,0.9473684210526316,0.05263157894736847,0.35714285714285715,114,experiment,0.65
0.886,0.114,no,FALSE,10,19,1,1,0,0.3448275862068966,114,experiment,0.65
0.088,0.912,yes,TRUE,1,0,0.2,0,1,1,115,experiment,0.65
0.1,0.9,yes,TRUE,2,0,0.4,0,1,1,115,experiment,0.65
0.112,0.888,yes,TRUE,3,0,0.6,0,1,1,115,experiment,0.65
0.114,0.886,yes,TRUE,4,0,0.8,0,1,1,115,experiment,0.65
0.215,0.785,no,FALSE,4,1,0.8,0.04545454545454545,0.9545454545454546,0.8,115,experiment,0.65
0.259,0.741,no,FALSE,4,2,0.8,0.09090909090909093,0.9090909090909092,0.6666666666666666,115,experiment,0.65
0.365,0.635,yes,TRUE,5,2,1,0.09090909090909093,0.9090909090909092,0.7142857142857143,115,experiment,0.65
0.373,0.627,no,FALSE,5,3,1,0.13636363636363635,0.8636363636363636,0.625,115,experiment,0.65
0.381,0.619,no,FALSE,5,4,1,0.18181818181818185,0.8181818181818181,0.5555555555555556,115,experiment,0.65
0.422,0.578,no,FALSE,5,5,1,0.2272727272727273,0.7727272727272727,0.5,115,experiment,0.65
0.493,0.507,no,FALSE,5,6,1,0.2727272727272727,0.7272727272727273,0.4545454545454546,115,experiment,0.65
0.506,0.494,no,FALSE,5,7,1,0.3181818181818182,0.6818181818181819,0.4166666666666667,115,experiment,0.65
0.525,0.475,no,FALSE,5,8,1,0.3636363636363637,0.6363636363636364,0.38461538461538464,115,experiment,0.65
0.537,0.463,no,FALSE,5,9,1,0.4090909090909091,0.5909090909090908,0.35714285714285715,115,experiment,0.65
0.561,0.439,no,FALSE,5,10,1,0.4545454545454546,0.5454545454545454,0.3333333333333333,115,experiment,0.65
0.58,0.42,no,FALSE,5,11,1,0.5,0.5,0.3125,115,experiment,0.65
0.626,0.374,no,FALSE,5,12,1,0.5454545454545454,0.4545454545454546,0.29411764705882354,115,experiment,0.65
0.627,0.373,no,FALSE,5,13,1,0.5909090909090909,0.40909090909090906,0.2777777777777778,115,experiment,0.65
0.695,0.305,no,FALSE,5,14,1,0.6363636363636364,0.3636363636363637,0.2631578947368421,115,experiment,0.65
0.717,0.283,no,FALSE,5,15,1,0.6818181818181818,0.31818181818181823,0.25,115,experiment,0.65
0.729,0.271,no,FALSE,5,16,1,0.7272727272727273,0.2727272727272727,0.23809523809523808,115,experiment,0.65
0.736,0.264,no,FALSE,5,17,1,0.7727272727272727,0.2272727272727273,0.2272727272727273,115,experiment,0.65
0.753,0.247,no,FALSE,5,18,1,0.8181818181818182,0.18181818181818177,0.21739130434782608,115,experiment,0.65
0.808,0.192,no,FALSE,5,19,1,0.8636363636363636,0.13636363636363635,0.20833333333333337,115,experiment,0.65
0.885,0.115,no,FALSE,5,20,1,0.9090909090909092,0.09090909090909094,0.2,115,experiment,0.65
0.912,0.088,no,FALSE,5,21,1,0.9545454545454546,0.04545454545454541,0.19230769230769232,115,experiment,0.65
0.922,0.078,no,FALSE,5,22,1,1,0,0.18518518518518515,115,experiment,0.65
0.115,0.885,yes,TRUE,1,0,0.1111111111111111,0,1,1,116,experiment,0.65
0.19,0.81,yes,TRUE,2,0,0.2222222222222222,0,1,1,116,experiment,0.65
0.198,0.802,yes,TRUE,3,0,0.3333333333333333,0,1,1,116,experiment,0.65
0.224,0.776,yes,TRUE,4,0,0.4444444444444444,0,1,1,116,experiment,0.65
0.253,0.747,yes,TRUE,5,0,0.5555555555555556,0,1,1,116,experiment,0.65
0.265,0.735,yes,TRUE,6,0,0.6666666666666666,0,1,1,116,experiment,0.65
0.333,0.667,yes,TRUE,7,0,0.7777777777777778,0,1,1,116,experiment,0.65
0.358,0.642,yes,TRUE,8,0,0.8888888888888888,0,1,1,116,experiment,0.65
0.612,0.388,no,FALSE,8,1,0.8888888888888888,0.07692307692307693,0.9230769230769232,0.8888888888888888,116,experiment,0.65
0.682,0.318,yes,TRUE,9,1,1,0.07692307692307693,0.9230769230769232,0.9,116,experiment,0.65
0.736,0.264,no,FALSE,9,2,1,0.15384615384615383,0.8461538461538461,0.8181818181818182,116,experiment,0.65
0.779,0.221,no,FALSE,9,3,1,0.2307692307692308,0.7692307692307692,0.75,116,experiment,0.65
0.782,0.218,no,FALSE,9,4,1,0.3076923076923077,0.6923076923076923,0.6923076923076923,116,experiment,0.65
0.808,0.192,no,FALSE,9,5,1,0.38461538461538464,0.6153846153846154,0.6428571428571429,116,experiment,0.65
0.811,0.189,no,FALSE,9,6,1,0.4615384615384616,0.5384615384615384,0.6,116,experiment,0.65
0.84,0.16,no,FALSE,9,7,1,0.5384615384615384,0.4615384615384616,0.5625,116,experiment,0.65
0.865,0.135,no,FALSE,9,8,1,0.6153846153846154,0.3846153846153846,0.5294117647058824,116,experiment,0.65
0.872,0.128,no,FALSE,9,9,1,0.6923076923076923,0.3076923076923077,0.5,116,experiment,0.65
0.874,0.126,no,FALSE,9,10,1,0.7692307692307693,0.23076923076923073,0.47368421052631576,116,experiment,0.65
0.874,0.126,no,FALSE,9,11,1,0.8461538461538461,0.15384615384615383,0.45,116,experiment,0.65
0.884,0.116,no,FALSE,9,12,1,0.9230769230769232,0.07692307692307687,0.42857142857142855,116,experiment,0.65
0.909,0.091,no,FALSE,9,13,1,1,0,0.4090909090909091,116,experiment,0.65
