no,yes,actual,is_pos,tp,fp,sensitivity,fpr,specificity,precision,seed,groups,train_frac
0.253,0.747,no,FALSE,4,2,0.8,0.09090909090909093,0.9090909090909092,0.6666666666666666,151,experiment,0.65
0.394,0.606,yes,TRUE,5,2,1,0.09090909090909093,0.9090909090909092,0.7142857142857143,151,experiment,0.65
0.396,0.604,no,FALSE,5,3,1,0.13636363636363635,0.8636363636363636,0.625,151,experiment,0.65
0.412,0.588,no,FALSE,5,4,1,0.18181818181818185,0.8181818181818181,0.5555555555555556,151,experiment,0.65
0.434,0.566,no,FALSE,5,5,1,0.2272727272727273,0.7727272727272727,0.5,151,experiment,0.65
0.462,0.538,no,FALSE,5,6,1,0.2727272727272727,0.7272727272727273,0.4545454545454546,151,experiment,0.65
0.492,0.508,no,FALSE,5,7,1,0.3181818181818182,0.6818181818181819,0.4166666666666667,151,experiment,0.65
0.524,0.476,no,FALSE,5,8,1,0.3636363636363637,0.6363636363636364,0.38461538461538464,151,experiment,0.65
0.531,0.469,no,FALSE,5,9,1,0.4090909090909091,0.5909090909090908,0.35714285714285715,151,experiment,0.65
0.54,0.46,no,FALSE,5,10,1,0.4545454545454546,0.5454545454545454,0.3333333333333333,151,experiment,0.65
0.596,0.404,no,FALSE,5,11,1,0.5,0.5,0.3125,151,experiment,0.65
0.597,0.403,no,FALSE,5,12,1,0.5454545454545454,0.4545454545454546,0.29411764705882354,151,experiment,0.65
0.599,0.401,no,FALSE,5,13,1,0.5909090909090909,0.40909090909090906,0.2777777777777778,151,experiment,0.65
0.661,0.339,no,FALSE,5,14,1,0.6363636363636364,0.3636363636363637,0.2631578947368421,151,experiment,0.65
0.695,0.305,no,FALSE,5,15,1,0.6818181818181818,0.31818181818181823,0.25,151,experiment,0.65
0.714,0.286,no,FALSE,5,16,1,0.7272727272727273,0.2727272727272727,0.23809523809523808,151,experiment,0.65
0.729,0.271,no,FALSE,5,17,1,0.7727272727272727,0.2272727272727273,0.2272727272727273,151,experiment,0.65
0.733,0.267,no,FALSE,5,18,1,0.8181818181818182,0.18181818181818177,0.21739130434782608,151,experiment,0.65
0.808,0.192,no,FALSE,5,19,1,0.8636363636363636,0.13636363636363635,0.20833333333333337,151,experiment,0.65
0.885,0.115,no,FALSE,5,20,1,0.9090909090909092,0.09090909090909094,0.2,151,experiment,0.65
0.914,0.086,no,FALSE,5,21,1,0.9545454545454546,0.04545454545454541,0.19230769230769232,151,experiment,0.65
0.922,0.078,no,FALSE,5,22,1,1,0,0.18518518518518515,151,experiment,0.65
0.12,0.88,yes,TRUE,1,0,0.06666666666666667,0,1,1,152,experiment,0.65
0.12,0.88,yes,TRUE,2,0,0.13333333333333333,0,1,1,152,experiment,0.65
0.275,0.725,yes,TRUE,3,0,0.2,0,1,1,152,experiment,0.65
0.308,0.692,yes,TRUE,4,0,0.26666666666666666,0,1,1,152,experiment,0.65
0.309,0.691,yes,TRUE,5,0,0.3333333333333333,0,1,1,152,experiment,0.65
0.316,0.684,yes,TRUE,6,0,0.4,0,1,1,152,experiment,0.65
0.326,0.674,yes,TRUE,7,0,0.4666666666666667,0,1,1,152,experiment,0.65
0.395,0.605,yes,TRUE,8,0,0.5333333333333333,0,1,1,152,experiment,0.65
0.418,0.582,yes,TRUE,9,0,0.6,0,1,1,152,experiment,0.65
0.522,0.478,yes,TRUE,10,0,0.6666666666666666,0,1,1,152,experiment,0.65
0.542,0.458,no,FALSE,10,1,0.6666666666666666,0.0625,0.9375,0.9090909090909092,152,experiment,0.65
0.564,0.436,yes,TRUE,11,1,0.7333333333333333,0.0625,0.9375,0.9166666666666666,152,experiment,0.65
0.641,0.359,yes,TRUE,12,1,0.8,0.0625,0.9375,0.9230769230769232,152,experiment,0.65
0.665,0.335,yes,TRUE,13,1,0.8666666666666667,0.0625,0.9375,0.9285714285714286,152,experiment,0.65
0.73,0.27,yes,TRUE,14,1,0.9333333333333332,0.0625,0.9375,0.9333333333333332,152,experiment,0.65
0.774,0.226,no,FALSE,14,2,0.9333333333333332,0.125,0.875,0.875,152,experiment,0.65
0.79,0.21,no,FALSE,14,3,0.9333333333333332,0.1875,0.8125,0.8235294117647058,152,experiment,0.65
0.792,0.208,no,FALSE,14,4,0.9333333333333332,0.25,0.75,0.7777777777777778,152,experiment,0.65
0.814,0.186,yes,TRUE,15,4,1,0.25,0.75,0.7894736842105263,152,experiment,0.65
0.823,0.177,no,FALSE,15,5,1,0.3125,0.6875,0.75,152,experiment,0.65
0.834,0.166,no,FALSE,15,6,1,0.375,0.625,0.7142857142857143,152,experiment,0.65
0.845,0.155,no,FALSE,15,7,1,0.4375,0.5625,0.6818181818181818,152,experiment,0.65
0.847,0.153,no,FALSE,15,8,1,0.5,0.5,0.6521739130434783,152,experiment,0.65
0.877,0.123,no,FALSE,15,9,1,0.5625,0.4375,0.625,152,experiment,0.65
0.877,0.123,no,FALSE,15,10,1,0.625,0.375,0.6,152,experiment,0.65
0.887,0.113,no,FALSE,15,11,1,0.6875,0.3125,0.5769230769230769,152,experiment,0.65
0.901,0.099,no,FALSE,15,12,1,0.75,0.25,0.5555555555555556,152,experiment,0.65
0.905,0.095,no,FALSE,15,13,1,0.8125,0.1875,0.5357142857142857,152,experiment,0.65
0.913,0.087,no,FALSE,15,14,1,0.875,0.125,0.5172413793103449,152,experiment,0.65
0.915,0.085,no,FALSE,15,15,1,0.9375,0.0625,0.5,152,experiment,0.65
0.922,0.078,no,FALSE,15,16,1,1,0,0.4838709677419355,152,experiment,0.65
0.048,0.952,yes,TRUE,1,0,0.2,0,1,1,153,experiment,0.65
0.052,0.948,yes,TRUE,2,0,0.4,0,1,1,153,experiment,0.65
0.064,0.936,yes,TRUE,3,0,0.6,0,1,1,153,experiment,0.65
0.103,0.897,yes,TRUE,4,0,0.8,0,1,1,153,experiment,0.65
0.304,0.696,no,FALSE,4,1,0.8,0.05263157894736842,0.9473684210526316,0.8,153,experiment,0.65
0.43,0.57,no,FALSE,4,2,0.8,0.10526315789473684,0.8947368421052632,0.6666666666666666,153,experiment,0.65
0.436,0.564,no,FALSE,4,3,0.8,0.15789473684210523,0.8421052631578947,0.5714285714285714,153,experiment,0.65
0.526,0.474,no,FALSE,4,4,0.8,0.21052631578947367,0.7894736842105263,0.5,153,experiment,0.65
0.529,0.471,no,FALSE,4,5,0.8,0.2631578947368421,0.736842105263158,0.4444444444444444,153,experiment,0.65
0.571,0.429,no,FALSE,4,6,0.8,0.3157894736842105,0.6842105263157895,0.4,153,experiment,0.65
0.582,0.418,no,FALSE,4,7,0.8,0.3684210526315789,0.631578947368421,0.3636363636363637,153,experiment,0.65
0.596,0.404,no,FALSE,4,8,0.8,0.42105263157894735,0.5789473684210527,0.3333333333333333,153,experiment,0.65
0.613,0.387,yes,TRUE,5,8,1,0.42105263157894735,0.5789473684210527,0.38461538461538464,153,experiment,0.65
0.645,0.355,no,FALSE,5,9,1,0.47368421052631576,0.5263157894736843,0.35714285714285715,153,experiment,0.65
0.662,0.338,no,FALSE,5,10,1,0.5263157894736842,0.4736842105263158,0.3333333333333333,153,experiment,0.65
0.692,0.308,no,FALSE,5,11,1,0.5789473684210527,0.42105263157894735,0.3125,153,experiment,0.65
0.708,0.292,no,FALSE,5,12,1,0.631578947368421,0.368421052631579,0.29411764705882354,153,experiment,0.65
0.736,0.264,no,FALSE,5,13,1,0.6842105263157895,0.3157894736842105,0.2777777777777778,153,experiment,0.65
0.761,0.239,no,FALSE,5,14,1,0.7368421052631579,0.26315789473684215,0.2631578947368421,153,experiment,0.65
0.775,0.225,no,FALSE,5,15,1,0.7894736842105263,0.21052631578947367,0.25,153,experiment,0.65
0.871,0.129,no,FALSE,5,16,1,0.8421052631578947,0.1578947368421053,0.23809523809523808,153,experiment,0.65
0.871,0.129,no,FALSE,5,17,1,0.8947368421052632,0.10526315789473684,0.2272727272727273,153,experiment,0.65
0.885,0.115,no,FALSE,5,18,1,0.9473684210526316,0.05263157894736847,0.21739130434782608,153,experiment,0.65
0.906,0.094,no,FALSE,5,19,1,1,0,0.20833333333333337,153,experiment,0.65
0.11,0.89,yes,TRUE,1,0,0.2,0,1,1,154,experiment,0.65
0.117,0.883,yes,TRUE,2,0,0.4,0,1,1,154,experiment,0.65
0.121,0.879,yes,TRUE,3,0,0.6,0,1,1,154,experiment,0.65
0.122,0.878,yes,TRUE,4,0,0.8,0,1,1,154,experiment,0.65
0.212,0.788,no,FALSE,4,1,0.8,0.04545454545454545,0.9545454545454546,0.8,154,experiment,0.65
0.278,0.722,no,FALSE,4,2,0.8,0.09090909090909093,0.9090909090909092,0.6666666666666666,154,experiment,0.65
0.363,0.637,no,FALSE,4,3,0.8,0.13636363636363635,0.8636363636363636,0.5714285714285714,154,experiment,0.65
0.366,0.634,yes,TRUE,5,3,1,0.13636363636363635,0.8636363636363636,0.625,154,experiment,0.65
0.379,0.621,no,FALSE,5,4,1,0.18181818181818185,0.8181818181818181,0.5555555555555556,154,experiment,0.65
0.443,0.557,no,FALSE,5,5,1,0.2272727272727273,0.7727272727272727,0.5,154,experiment,0.65
0.484,0.516,no,FALSE,5,6,1,0.2727272727272727,0.7272727272727273,0.4545454545454546,154,experiment,0.65
0.488,0.512,no,FALSE,5,7,1,0.3181818181818182,0.6818181818181819,0.4166666666666667,154,experiment,0.65
0.533,0.467,no,FALSE,5,8,1,0.3636363636363637,0.6363636363636364,0.38461538461538464,154,experiment,0.65
0.539,0.461,no,FALSE,5,9,1,0.4090909090909091,0.5909090909090908,0.35714285714285715,154,experiment,0.65
0.553,0.447,no,FALSE,5,10,1,0.4545454545454546,0.5454545454545454,0.3333333333333333,154,experiment,0.65
0.572,0.428,no,FALSE,5,11,1,0.5,0.5,0.3125,154,experiment,0.65
0.636,0.364,no,FALSE,5,12,1,0.5454545454545454,0.4545454545454546,0.29411764705882354,154,experiment,0.65
0.641,0.359,no,FALSE,5,13,1,0.5909090909090909,0.40909090909090906,0.2777777777777778,154,experiment,0.65
0.695,0.305,no,FALSE,5,14,1,0.6363636363636364,0.3636363636363637,0.2631578947368421,154,experiment,0.65
0.699,0.301,no,FALSE,5,15,1,0.6818181818181818,0.31818181818181823,0.25,154,experiment,0.65
0.73,0.27,no,FALSE,5,16,1,0.7272727272727273,0.2727272727272727,0.23809523809523808,154,experiment,0.65
0.734,0.266,no,FALSE,5,17,1,0.7727272727272727,0.2272727272727273,0.2272727272727273,154,experiment,0.65
0.738,0.262,no,FALSE,5,18,1,0.8181818181818182,0.18181818181818177,0.21739130434782608,154,experiment,0.65
0.812,0.188,no,FALSE,5,19,1,0.8636363636363636,0.13636363636363635,0.20833333333333337,154,experiment,0.65
0.88,0.12,no,FALSE,5,20,1,0.9090909090909092,0.09090909090909094,0.2,154,experiment,0.65
0.905,0.095,no,FALSE,5,21,1,0.9545454545454546,0.04545454545454541,0.19230769230769232,154,experiment,0.65
0.931,0.069,no,FALSE,5,22,1,1,0,0.18518518518518515,154,experiment,0.65
0.17,0.83,yes,TRUE,1,0,0.0625,0,1,1,155,experiment,0.65
0.176,0.824,yes,TRUE,2,0,0.125,0,1,1,155,experiment,0.65
0.176,0.824,yes,TRUE,3,0,0.1875,0,1,1,155,experiment,0.65
0.179,0.821,yes,TRUE,4,0,0.25,0,1,1,155,experiment,0.65
0.208,0.792,yes,TRUE,5,0,0.3125,0,1,1,155,experiment,0.65
0.282,0.718,yes,TRUE,6,0,0.375,0,1,1,155,experiment,0.65
0.3,0.7,yes,TRUE,7,0,0.4375,0,1,1,155,experiment,0.65
0.349,0.651,yes,TRUE,8,0,0.5,0,1,1,155,experiment,0.65
0.359,0.641,yes,TRUE,9,0,0.5625,0,1,1,155,experiment,0.65
0.417,0.583,yes,TRUE,10,0,0.625,0,1,1,155,experiment,0.65
0.45,0.55,yes,TRUE,11,0,0.6875,0,1,1,155,experiment,0.65
0.477,0.523,no,FALSE,11,1,0.6875,0.05263157894736842,0.9473684210526316,0.9166666666666666,155,experiment,0.65
0.625,0.375,no,FALSE,11,2,0.6875,0.10526315789473684,0.8947368421052632,0.8461538461538461,155,experiment,0.65
0.626,0.374,yes,TRUE,12,2,0.75,0.10526315789473684,0.8947368421052632,0.8571428571428571,155,experiment,0.65
0.649,0.351,yes,TRUE,13,2,0.8125,0.10526315789473684,0.8947368421052632,0.8666666666666667,155,experiment,0.65
0.734,0.266,yes,TRUE,14,2,0.875,0.10526315789473684,0.8947368421052632,0.875,155,experiment,0.65
0.772,0.228,yes,TRUE,15,2,0.9375,0.10526315789473684,0.8947368421052632,0.8823529411764706,155,experiment,0.65
0.784,0.216,no,FALSE,15,3,0.9375,0.15789473684210523,0.8421052631578947,0.8333333333333334,155,experiment,0.65
0.808,0.192,yes,TRUE,16,3,1,0.15789473684210523,0.8421052631578947,0.8421052631578947,155,experiment,0.65
0.823,0.177,no,FALSE,16,4,1,0.21052631578947367,0.7894736842105263,0.8,155,experiment,0.65
0.839,0.161,no,FALSE,16,5,1,0.2631578947368421,0.736842105263158,0.7619047619047619,155,experiment,0.65
0.846,0.154,no,FALSE,16,6,1,0.3157894736842105,0.6842105263157895,0.7272727272727273,155,experiment,0.65
0.847,0.153,no,FALSE,16,7,1,0.3684210526315789,0.631578947368421,0.6956521739130435,155,experiment,0.65
0.854,0.146,no,FALSE,16,8,1,0.42105263157894735,0.5789473684210527,0.6666666666666666,155,experiment,0.65
0.875,0.125,no,FALSE,16,9,1,0.47368421052631576,0.5263157894736843,0.64,155,experiment,0.65
0.877,0.123,no,FALSE,16,10,1,0.5263157894736842,0.4736842105263158,0.6153846153846154,155,experiment,0.65
0.878,0.122,no,FALSE,16,11,1,0.5789473684210527,0.42105263157894735,0.5925925925925926,155,experiment,0.65
0.88,0.12,no,FALSE,16,12,1,0.631578947368421,0.368421052631579,0.5714285714285714,155,experiment,0.65
0.904,0.096,no,FALSE,16,13,1,0.6842105263157895,0.3157894736842105,0.5517241379310345,155,experiment,0.65
0.91,0.09,no,FALSE,16,14,1,0.7368421052631579,0.26315789473684215,0.5333333333333333,155,experiment,0.65
0.912,0.088,no,FALSE,16,15,1,0.7894736842105263,0.21052631578947367,0.5161290322580645,155,experiment,0.65
0.926,0.074,no,FALSE,16,16,1,0.8421052631578947,0.1578947368421053,0.5,155,experiment,0.65
0.948,0.052,no,FALSE,16,17,1,0.8947368421052632,0.10526315789473684,0.48484848484848486,155,experiment,0.65
0.952,0.048,no,FALSE,16,18,1,0.9473684210526316,0.05263157894736847,0.4705882352941176,155,experiment,0.65
0.952,0.048,no,FALSE,16,19,1,1,0,0.45714285714285713,155,experiment,0.65
0.005,0.995,yes,TRUE,1,0,0.08333333333333333,0,1,1,156,experiment,0.65
0.015,0.985,yes,TRUE,2,0,0.16666666666666666,0,1,1,156,experiment,0.65
0.148,0.852,yes,TRUE,3,0,0.25,0,1,1,156,experiment,0.65
0.168,0.832,yes,TRUE,4,0,0.3333333333333333,0,1,1,156,experiment,0.65
0.184,0.816,yes,TRUE,5,0,0.4166666666666667,0,1,1,156,experiment,0.65
0.273,0.727,no,FALSE,5,1,0.4166666666666667,0.03571428571428571,0.9642857142857144,0.8333333333333334,156,experiment,0.65
0.323,0.677,no,FALSE,5,2,0.4166666666666667,0.07142857142857142,0.9285714285714286,0.7142857142857143,156,experiment,0.65
0.339,0.661,yes,TRUE,6,2,0.5,0.07142857142857142,0.9285714285714286,0.75,156,experiment,0.65
0.349,0.651,no,FALSE,6,3,0.5,0.10714285714285714,0.8928571428571429,0.6666666666666666,156,experiment,0.65
0.353,0.647,yes,TRUE,7,3,0.5833333333333334,0.10714285714285714,0.8928571428571429,0.7,156,experiment,0.65
0.36,0.64,no,FALSE,7,4,0.5833333333333334,0.14285714285714285,0.8571428571428572,0.6363636363636364,156,experiment,0.65
0.362,0.638,no,FALSE,7,5,0.5833333333333334,0.17857142857142858,0.8214285714285714,0.5833333333333334,156,experiment,0.65
0.388,0.612,yes,TRUE,8,5,0.6666666666666666,0.17857142857142858,0.8214285714285714,0.6153846153846154,156,experiment,0.65
0.451,0.549,yes,TRUE,9,5,0.75,0.17857142857142858,0.8214285714285714,0.6428571428571429,156,experiment,0.65
0.462,0.538,yes,TRUE,10,5,0.8333333333333334,0.17857142857142858,0.8214285714285714,0.6666666666666666,156,experiment,0.65
0.474,0.526,no,FALSE,10,6,0.8333333333333334,0.21428571428571427,0.7857142857142857,0.625,156,experiment,0.65
0.514,0.486,no,FALSE,10,7,0.8333333333333334,0.25,0.75,0.5882352941176471,156,experiment,0.65
0.537,0.463,yes,TRUE,11,7,0.9166666666666666,0.25,0.75,0.6111111111111112,156,experiment,0.65
0.548,0.452,no,FALSE,11,8,0.9166666666666666,0.2857142857142857,0.7142857142857143,0.5789473684210527,156,experiment,0.65
0.561,0.439,yes,TRUE,12,8,1,0.2857142857142857,0.7142857142857143,0.6,156,experiment,0.65
0.568,0.432,no,FALSE,12,9,1,0.32142857142857145,0.6785714285714286,0.5714285714285714,156,experiment,0.65
0.571,0.429,no,FALSE,12,10,1,0.35714285714285715,0.6428571428571428,0.5454545454545454,156,experiment,0.65
0.607,0.393,no,FALSE,12,11,1,0.3928571428571429,0.6071428571428572,0.5217391304347826,156,experiment,0.65
0.609,0.391,no,FALSE,12,12,1,0.42857142857142855,0.5714285714285714,0.5,156,experiment,0.65
0.631,0.369,no,FALSE,12,13,1,0.4642857142857143,0.5357142857142857,0.48,156,experiment,0.65
0.68,0.32,no,FALSE,12,14,1,0.5,0.5,0.4615384615384616,156,experiment,0.65
0.687,0.313,no,FALSE,12,15,1,0.5357142857142857,0.4642857142857143,0.4444444444444444,156,experiment,0.65
0.706,0.294,no,FALSE,12,16,1,0.5714285714285714,0.4285714285714286,0.42857142857142855,156,experiment,0.65
0.721,0.279,no,FALSE,12,17,1,0.6071428571428571,0.3928571428571429,0.41379310344827586,156,experiment,0.65
0.772,0.228,no,FALSE,12,18,1,0.6428571428571429,0.3571428571428571,0.4,156,experiment,0.65
0.779,0.221,no,FALSE,12,19,1,0.6785714285714286,0.3214285714285714,0.3870967741935484,156,experiment,0.65
0.801,0.199,no,FALSE,12,20,1,0.7142857142857143,0.2857142857142857,0.375,156,experiment,0.65
0.825,0.175,no,FALSE,12,21,1,0.75,0.25,0.3636363636363637,156,experiment,0.65
0.873,0.127,no,FALSE,12,22,1,0.7857142857142857,0.2142857142857143,0.35294117647058826,156,experiment,0.65
0.895,0.105,no,FALSE,12,23,1,0.8214285714285714,0.1785714285714286,0.34285714285714286,156,experiment,0.65
0.931,0.069,no,FALSE,12,24,1,0.8571428571428571,0.1428571428571429,0.3333333333333333,156,experiment,0.65
0.933,0.067,no,FALSE,12,25,1,0.8928571428571429,0.1071428571428571,0.32432432432432434,156,experiment,0.65
0.949,0.051,no,FALSE,12,26,1,0.9285714285714286,0.0714285714285714,0.3157894736842105,156,experiment,0.65
0.959,0.041,no,FALSE,12,27,1,0.9642857142857144,0.0357142857142857,0.3076923076923077,156,experiment,0.65
0.971,0.029,no,FALSE,12,28,1,1,0,0.3,156,experiment,0.65
0.046,0.954,yes,TRUE,1,0,0.08333333333333333,0,1,1,157,experiment,0.65
0.083,0.917,yes,TRUE,2,0,0.16666666666666666,0,1,1,157,experiment,0.65
0.244,0.756,yes,TRUE,3,0,0.25,0,1,1,157,experiment,0.65
0.365,0.635,yes,TRUE,4,0,0.3333333333333333,0,1,1,157,experiment,0.65
0.366,0.634,yes,TRUE,5,0,0.4166666666666667,0,1,1,157,experiment,0.65
0.467,0.533,yes,TRUE,6,0,0.5,0,1,1,157,experiment,0.65
0.498,0.502,no,FALSE,6,1,0.5,0.0588235294117647,0.9411764705882352,0.8571428571428571,157,experiment,0.65
0.528,0.472,yes,TRUE,7,1,0.5833333333333334,0.0588235294117647,0.9411764705882352,0.875,157,experiment,0.65
0.637,0.363,yes,TRUE,8,1,0.6666666666666666,0.0588235294117647,0.9411764705882352,0.8888888888888888,157,experiment,0.65
0.65,0.35,yes,TRUE,9,1,0.75,0.0588235294117647,0.9411764705882352,0.9,157,experiment,0.65
0.667,0.333,no,FALSE,9,2,0.75,0.1176470588235294,0.8823529411764706,0.8181818181818182,157,experiment,0.65
0.689,0.311,yes,TRUE,10,2,0.8333333333333334,0.1176470588235294,0.8823529411764706,0.8333333333333334,157,experiment,0.65
0.718,0.282,yes,TRUE,11,2,0.9166666666666666,0.1176470588235294,0.8823529411764706,0.8461538461538461,157,experiment,0.65
0.722,0.278,no,FALSE,11,3,0.9166666666666666,0.17647058823529413,0.8235294117647058,0.7857142857142857,157,experiment,0.65
0.732,0.268,yes,TRUE,12,3,1,0.17647058823529413,0.8235294117647058,0.8,157,experiment,0.65
0.762,0.238,no,FALSE,12,4,1,0.2352941176470588,0.7647058823529411,0.75,157,experiment,0.65
0.774,0.226,no,FALSE,12,5,1,0.29411764705882354,0.7058823529411764,0.7058823529411765,157,experiment,0.65
0.785,0.215,no,FALSE,12,6,1,0.35294117647058826,0.6470588235294117,0.6666666666666666,157,experiment,0.65
0.789,0.211,no,FALSE,12,7,1,0.4117647058823529,0.5882352941176471,0.631578947368421,157,experiment,0.65
0.804,0.196,no,FALSE,12,8,1,0.4705882352941176,0.5294117647058824,0.6,157,experiment,0.65
0.822,0.178,no,FALSE,12,9,1,0.5294117647058824,0.4705882352941176,0.5714285714285714,157,experiment,0.65
0.841,0.159,no,FALSE,12,10,1,0.5882352941176471,0.4117647058823529,0.5454545454545454,157,experiment,0.65
0.897,0.103,no,FALSE,12,11,1,0.6470588235294118,0.3529411764705882,0.5217391304347826,157,experiment,0.65
0.901,0.099,no,FALSE,12,12,1,0.7058823529411765,0.2941176470588235,0.5,157,experiment,0.65
0.908,0.092,no,FALSE,12,13,1,0.7647058823529411,0.23529411764705888,0.48,157,experiment,0.65
0.909,0.091,no,FALSE,12,14,1,0.8235294117647058,0.17647058823529416,0.4615384615384616,157,experiment,0.65
0.91,0.09,no,FALSE,12,15,1,0.8823529411764706,0.11764705882352944,0.4444444444444444,157,experiment,0.65
0.92,0.08,no,FALSE,12,16,1,0.9411764705882352,0.05882352941176472,0.42857142857142855,157,experiment,0.65
0.923,0.077,no,FALSE,12,17,1,1,0,0.41379310344827586,157,experiment,0.65
0.063,0.937,yes,TRUE,1,0,0.1111111111111111,0,1,1,158,experiment,0.65
0.091,0.909,yes,TRUE,2,0,0.2222222222222222,0,1,1,158,experiment,0.65
0.1,0.9,yes,TRUE,3,0,0.3333333333333333,0,1,1,158,experiment,0.65
0.118,0.882,yes,TRUE,4,0,0.4444444444444444,0,1,1,158,experiment,0.65
0.165,0.835,yes,TRUE,5,0,0.5555555555555556,0,1,1,158,experiment,0.65
0.171,0.829,yes,TRUE,6,0,0.6666666666666666,0,1,1,158,experiment,0.65
0.172,0.828,yes,TRUE,7,0,0.7777777777777778,0,1,1,158,experiment,0.65
0.188,0.812,yes,TRUE,8,0,0.8888888888888888,0,1,1,158,experiment,0.65
0.352,0.648,no,FALSE,8,1,0.8888888888888888,0.04166666666666666,0.9583333333333334,0.8888888888888888,158,experiment,0.65
0.474,0.526,no,FALSE,8,2,0.8888888888888888,0.08333333333333333,0.9166666666666666,0.8,158,experiment,0.65
0.481,0.519,no,FALSE,8,3,0.8888888888888888,0.125,0.875,0.7272727272727273,158,experiment,0.65
0.53,0.47,no,FALSE,8,4,0.8888888888888888,0.16666666666666666,0.8333333333333334,0.6666666666666666,158,experiment,0.65
0.532,0.468,no,FALSE,8,5,0.8888888888888888,0.20833333333333337,0.7916666666666666,0.6153846153846154,158,experiment,0.65
0.538,0.462,no,FALSE,8,6,0.8888888888888888,0.25,0.75,0.5714285714285714,158,experiment,0.65
0.582,0.418,no,FALSE,8,7,0.8888888888888888,0.2916666666666667,0.7083333333333333,0.5333333333333333,158,experiment,0.65
0.584,0.416,yes,TRUE,9,7,1,0.2916666666666667,0.7083333333333333,0.5625,158,experiment,0.65
0.606,0.394,no,FALSE,9,8,1,0.3333333333333333,0.6666666666666667,0.5294117647058824,158,experiment,0.65
0.628,0.372,no,FALSE,9,9,1,0.375,0.625,0.5,158,experiment,0.65
0.663,0.337,no,FALSE,9,10,1,0.4166666666666667,0.5833333333333333,0.47368421052631576,158,experiment,0.65
0.666,0.334,no,FALSE,9,11,1,0.4583333333333333,0.5416666666666667,0.45,158,experiment,0.65
0.691,0.309,no,FALSE,9,12,1,0.5,0.5,0.42857142857142855,158,experiment,0.65
0.722,0.278,no,FALSE,9,13,1,0.5416666666666666,0.45833333333333337,0.4090909090909091,158,experiment,0.65
0.726,0.274,no,FALSE,9,14,1,0.5833333333333334,0.41666666666666663,0.391304347826087,158,experiment,0.65
0.749,0.251,no,FALSE,9,15,1,0.625,0.375,0.375,158,experiment,0.65
0.76,0.24,no,FALSE,9,16,1,0.6666666666666666,0.33333333333333337,0.36,158,experiment,0.65
0.763,0.237,no,FALSE,9,17,1,0.7083333333333334,0.29166666666666663,0.34615384615384615,158,experiment,0.65
0.774,0.226,no,FALSE,9,18,1,0.75,0.25,0.3333333333333333,158,experiment,0.65
0.792,0.208,no,FALSE,9,19,1,0.7916666666666666,0.20833333333333337,0.32142857142857145,158,experiment,0.65
0.834,0.166,no,FALSE,9,20,1,0.8333333333333334,0.16666666666666663,0.3103448275862069,158,experiment,0.65
0.843,0.157,no,FALSE,9,21,1,0.875,0.125,0.3,158,experiment,0.65
0.844,0.156,no,FALSE,9,22,1,0.9166666666666666,0.08333333333333337,0.2903225806451613,158,experiment,0.65
0.85,0.15,no,FALSE,9,23,1,0.9583333333333334,0.04166666666666663,0.28125,158,experiment,0.65
0.885,0.115,no,FALSE,9,24,1,1,0,0.2727272727272727,158,experiment,0.65
0.048,0.952,yes,TRUE,1,0,0.16666666666666666,0,1,1,159,experiment,0.65
0.056,0.944,yes,TRUE,2,0,0.3333333333333333,0,1,1,159,experiment,0.65
0.067,0.933,yes,TRUE,3,0,0.5,0,1,1,159,experiment,0.65
0.099,0.901,yes,TRUE,4,0,0.6666666666666666,0,1,1,159,experiment,0.65
0.224,0.776,no,FALSE,4,1,0.6666666666666666,0.04,0.96,0.8,159,experiment,0.65
0.233,0.767,no,FALSE,4,2,0.6666666666666666,0.08,0.92,0.6666666666666666,159,experiment,0.65
0.366,0.634,no,FALSE,4,3,0.6666666666666666,0.12,0.88,0.5714285714285714,159,experiment,0.65
0.384,0.616,yes,TRUE,5,3,0.8333333333333334,0.12,0.88,0.625,159,experiment,0.65
0.426,0.574,no,FALSE,5,4,0.8333333333333334,0.16,0.84,0.5555555555555556,159,experiment,0.65
0.449,0.551,no,FALSE,5,5,0.8333333333333334,0.2,0.8,0.5,159,experiment,0.65
0.503,0.497,no,FALSE,5,6,0.8333333333333334,0.24,0.76,0.4545454545454546,159,experiment,0.65
0.519,0.481,no,FALSE,5,7,0.8333333333333334,0.28,0.72,0.4166666666666667,159,experiment,0.65
0.52,0.48,no,FALSE,5,8,0.8333333333333334,0.32,0.6799999999999999,0.38461538461538464,159,experiment,0.65
0.526,0.474,yes,TRUE,6,8,1,0.32,0.6799999999999999,0.42857142857142855,159,experiment,0.65
0.548,0.452,no,FALSE,6,9,1,0.36,0.64,0.4,159,experiment,0.65
0.555,0.445,no,FALSE,6,10,1,0.4,0.6,0.375,159,experiment,0.65
0.557,0.443,no,FALSE,6,11,1,0.44,0.56,0.35294117647058826,159,experiment,0.65
0.59,0.41,no,FALSE,6,12,1,0.48,0.52,0.3333333333333333,159,experiment,0.65
0.596,0.404,no,FALSE,6,13,1,0.52,0.48,0.3157894736842105,159,experiment,0.65
0.611,0.389,no,FALSE,6,14,1,0.56,0.43999999999999995,0.3,159,experiment,0.65
0.666,0.334,no,FALSE,6,15,1,0.6,0.4,0.2857142857142857,159,experiment,0.65
0.684,0.316,no,FALSE,6,16,1,0.64,0.36,0.2727272727272727,159,experiment,0.65
