no,yes,actual,is_pos,tp,fp,sensitivity,fpr,specificity,precision,seed,groups,train_frac,test_group
0.51,0.49,no,FALSE,4,5,1,0.2777777777777778,0.7222222222222222,0.4444444444444444,181,exp_id_number,0.65,fmt_2
0.52,0.48,no,FALSE,4,6,1,0.3333333333333333,0.6666666666666667,0.4,181,exp_id_number,0.65,fmt_2
0.527,0.473,no,FALSE,4,7,1,0.3888888888888889,0.6111111111111112,0.36363636363636365,181,exp_id_number,0.65,fmt_2
0.541,0.459,no,FALSE,4,8,1,0.4444444444444444,0.5555555555555556,0.3333333333333333,181,exp_id_number,0.65,fmt_2
0.627,0.373,no,FALSE,4,9,1,0.5,0.5,0.3076923076923077,181,exp_id_number,0.65,fmt_2
0.642,0.358,no,FALSE,4,10,1,0.5555555555555556,0.4444444444444444,0.2857142857142857,181,exp_id_number,0.65,fmt_2
0.681,0.319,no,FALSE,4,11,1,0.6111111111111112,0.38888888888888884,0.26666666666666666,181,exp_id_number,0.65,fmt_2
0.756,0.244,no,FALSE,4,12,1,0.6666666666666666,0.33333333333333337,0.25,181,exp_id_number,0.65,fmt_2
0.828,0.172,no,FALSE,4,13,1,0.7222222222222222,0.2777777777777778,0.23529411764705882,181,exp_id_number,0.65,fmt_2
0.847,0.153,no,FALSE,4,14,1,0.7777777777777778,0.2222222222222222,0.2222222222222222,181,exp_id_number,0.65,fmt_2
0.905,0.095,no,FALSE,4,15,1,0.8333333333333334,0.16666666666666663,0.21052631578947367,181,exp_id_number,0.65,fmt_2
0.905,0.095,no,FALSE,4,16,1,0.8888888888888888,0.11111111111111116,0.2,181,exp_id_number,0.65,fmt_2
0.908,0.092,no,FALSE,4,17,1,0.9444444444444444,0.05555555555555558,0.19047619047619047,181,exp_id_number,0.65,fmt_2
0.92,0.08,no,FALSE,4,18,1,1,0,0.18181818181818182,181,exp_id_number,0.65,fmt_2
0.197,0.803,yes,TRUE,1,0,0.25,0,1,1,181,exp_id_number,0.65,p40_1
0.2,0.8,yes,TRUE,2,0,0.5,0,1,1,181,exp_id_number,0.65,p40_1
0.376,0.624,no,FALSE,2,1,0.5,0.05555555555555555,0.9444444444444444,0.6666666666666666,181,exp_id_number,0.65,p40_1
0.5,0.5,yes,TRUE,3,1,0.75,0.05555555555555555,0.9444444444444444,0.75,181,exp_id_number,0.65,p40_1
0.605,0.395,no,FALSE,3,2,0.75,0.1111111111111111,0.8888888888888888,0.6,181,exp_id_number,0.65,p40_1
0.64,0.36,yes,TRUE,4,2,1,0.1111111111111111,0.8888888888888888,0.6666666666666666,181,exp_id_number,0.65,p40_1
0.65,0.35,no,FALSE,4,3,1,0.16666666666666666,0.8333333333333334,0.5714285714285714,181,exp_id_number,0.65,p40_1
0.656,0.344,no,FALSE,4,4,1,0.2222222222222222,0.7777777777777778,0.5,181,exp_id_number,0.65,p40_1
0.698,0.302,no,FALSE,4,5,1,0.2777777777777778,0.7222222222222222,0.4444444444444444,181,exp_id_number,0.65,p40_1
0.793,0.207,no,FALSE,4,6,1,0.3333333333333333,0.6666666666666667,0.4,181,exp_id_number,0.65,p40_1
0.798,0.202,no,FALSE,4,7,1,0.3888888888888889,0.6111111111111112,0.36363636363636365,181,exp_id_number,0.65,p40_1
0.81,0.19,no,FALSE,4,8,1,0.4444444444444444,0.5555555555555556,0.3333333333333333,181,exp_id_number,0.65,p40_1
0.815,0.185,no,FALSE,4,9,1,0.5,0.5,0.3076923076923077,181,exp_id_number,0.65,p40_1
0.834,0.166,no,FALSE,4,10,1,0.5555555555555556,0.4444444444444444,0.2857142857142857,181,exp_id_number,0.65,p40_1
0.865,0.135,no,FALSE,4,11,1,0.6111111111111112,0.38888888888888884,0.26666666666666666,181,exp_id_number,0.65,p40_1
0.875,0.125,no,FALSE,4,12,1,0.6666666666666666,0.33333333333333337,0.25,181,exp_id_number,0.65,p40_1
0.882,0.118,no,FALSE,4,13,1,0.7222222222222222,0.2777777777777778,0.23529411764705882,181,exp_id_number,0.65,p40_1
0.904,0.096,no,FALSE,4,14,1,0.7777777777777778,0.2222222222222222,0.2222222222222222,181,exp_id_number,0.65,p40_1
0.906,0.094,no,FALSE,4,15,1,0.8333333333333334,0.16666666666666663,0.21052631578947367,181,exp_id_number,0.65,p40_1
0.918,0.082,no,FALSE,4,16,1,0.8888888888888888,0.11111111111111116,0.2,181,exp_id_number,0.65,p40_1
0.919,0.081,no,FALSE,4,17,1,0.9444444444444444,0.05555555555555558,0.19047619047619047,181,exp_id_number,0.65,p40_1
0.925,0.075,no,FALSE,4,18,1,1,0,0.18181818181818182,181,exp_id_number,0.65,p40_1
0.046,0.954,yes,TRUE,1,0,0.09090909090909091,0,1,1,181,exp_id_number,0.65,p40_2
0.058,0.942,yes,TRUE,2,0,0.18181818181818182,0,1,1,181,exp_id_number,0.65,p40_2
0.214,0.786,yes,TRUE,3,0,0.2727272727272727,0,1,1,181,exp_id_number,0.65,p40_2
0.305,0.695,yes,TRUE,4,0,0.36363636363636365,0,1,1,181,exp_id_number,0.65,p40_2
0.324,0.676,yes,TRUE,5,0,0.45454545454545453,0,1,1,181,exp_id_number,0.65,p40_2
0.436,0.564,yes,TRUE,6,0,0.5454545454545454,0,1,1,181,exp_id_number,0.65,p40_2
0.483,0.517,yes,TRUE,7,0,0.6363636363636364,0,1,1,181,exp_id_number,0.65,p40_2
0.483,0.517,no,FALSE,7,1,0.6363636363636364,0.09090909090909091,0.9090909090909091,0.875,181,exp_id_number,0.65,p40_2
0.638,0.362,yes,TRUE,8,1,0.7272727272727273,0.09090909090909091,0.9090909090909091,0.8888888888888888,181,exp_id_number,0.65,p40_2
0.654,0.346,yes,TRUE,9,1,0.8181818181818182,0.09090909090909091,0.9090909090909091,0.9,181,exp_id_number,0.65,p40_2
0.726,0.274,no,FALSE,9,2,0.8181818181818182,0.18181818181818182,0.8181818181818181,0.8181818181818182,181,exp_id_number,0.65,p40_2
0.767,0.233,yes,TRUE,10,2,0.9090909090909091,0.18181818181818182,0.8181818181818181,0.8333333333333334,181,exp_id_number,0.65,p40_2
0.77,0.23,yes,TRUE,11,2,1,0.18181818181818182,0.8181818181818181,0.8461538461538461,181,exp_id_number,0.65,p40_2
0.784,0.216,no,FALSE,11,3,1,0.2727272727272727,0.7272727272727273,0.7857142857142857,181,exp_id_number,0.65,p40_2
0.814,0.186,no,FALSE,11,4,1,0.36363636363636365,0.6363636363636364,0.7333333333333333,181,exp_id_number,0.65,p40_2
0.824,0.176,no,FALSE,11,5,1,0.45454545454545453,0.5454545454545454,0.6875,181,exp_id_number,0.65,p40_2
0.837,0.163,no,FALSE,11,6,1,0.5454545454545454,0.4545454545454546,0.6470588235294118,181,exp_id_number,0.65,p40_2
0.861,0.139,no,FALSE,11,7,1,0.6363636363636364,0.36363636363636365,0.6111111111111112,181,exp_id_number,0.65,p40_2
0.897,0.103,no,FALSE,11,8,1,0.7272727272727273,0.2727272727272727,0.5789473684210527,181,exp_id_number,0.65,p40_2
0.898,0.102,no,FALSE,11,9,1,0.8181818181818182,0.18181818181818177,0.55,181,exp_id_number,0.65,p40_2
0.929,0.071,no,FALSE,11,10,1,0.9090909090909091,0.09090909090909094,0.5238095238095238,181,exp_id_number,0.65,p40_2
0.939,0.061,no,FALSE,11,11,1,1,0,0.5,181,exp_id_number,0.65,p40_2
0.112,0.888,yes,TRUE,1,0,0.16666666666666666,0,1,1,181,exp_id_number,0.65,p40_3
0.128,0.872,yes,TRUE,2,0,0.3333333333333333,0,1,1,181,exp_id_number,0.65,p40_3
0.145,0.855,yes,TRUE,3,0,0.5,0,1,1,181,exp_id_number,0.65,p40_3
0.175,0.825,yes,TRUE,4,0,0.6666666666666666,0,1,1,181,exp_id_number,0.65,p40_3
0.222,0.778,yes,TRUE,5,0,0.8333333333333334,0,1,1,181,exp_id_number,0.65,p40_3
0.574,0.426,no,FALSE,5,1,0.8333333333333334,0.0625,0.9375,0.8333333333333334,181,exp_id_number,0.65,p40_3
0.625,0.375,yes,TRUE,6,1,1,0.0625,0.9375,0.8571428571428571,181,exp_id_number,0.65,p40_3
0.69,0.31,no,FALSE,6,2,1,0.125,0.875,0.75,181,exp_id_number,0.65,p40_3
0.752,0.248,no,FALSE,6,3,1,0.1875,0.8125,0.6666666666666666,181,exp_id_number,0.65,p40_3
0.759,0.241,no,FALSE,6,4,1,0.25,0.75,0.6,181,exp_id_number,0.65,p40_3
0.76,0.24,no,FALSE,6,5,1,0.3125,0.6875,0.5454545454545454,181,exp_id_number,0.65,p40_3
0.794,0.206,no,FALSE,6,6,1,0.375,0.625,0.5,181,exp_id_number,0.65,p40_3
0.803,0.197,no,FALSE,6,7,1,0.4375,0.5625,0.46153846153846156,181,exp_id_number,0.65,p40_3
0.833,0.167,no,FALSE,6,8,1,0.5,0.5,0.42857142857142855,181,exp_id_number,0.65,p40_3
0.841,0.159,no,FALSE,6,9,1,0.5625,0.4375,0.4,181,exp_id_number,0.65,p40_3
0.857,0.143,no,FALSE,6,10,1,0.625,0.375,0.375,181,exp_id_number,0.65,p40_3
0.861,0.139,no,FALSE,6,11,1,0.6875,0.3125,0.35294117647058826,181,exp_id_number,0.65,p40_3
0.889,0.111,no,FALSE,6,12,1,0.75,0.25,0.3333333333333333,181,exp_id_number,0.65,p40_3
0.899,0.101,no,FALSE,6,13,1,0.8125,0.1875,0.3157894736842105,181,exp_id_number,0.65,p40_3
0.912,0.088,no,FALSE,6,14,1,0.875,0.125,0.3,181,exp_id_number,0.65,p40_3
0.918,0.082,no,FALSE,6,15,1,0.9375,0.0625,0.2857142857142857,181,exp_id_number,0.65,p40_3
0.931,0.069,no,FALSE,6,16,1,1,0,0.2727272727272727,181,exp_id_number,0.65,p40_3
0.041,0.959,yes,TRUE,1,0,0.14285714285714285,0,1,1,182,exp_id_number,0.65,fmt_1
0.129,0.871,yes,TRUE,2,0,0.2857142857142857,0,1,1,182,exp_id_number,0.65,fmt_1
0.205,0.795,yes,TRUE,3,0,0.42857142857142855,0,1,1,182,exp_id_number,0.65,fmt_1
0.217,0.783,yes,TRUE,4,0,0.5714285714285714,0,1,1,182,exp_id_number,0.65,fmt_1
0.246,0.754,yes,TRUE,5,0,0.7142857142857143,0,1,1,182,exp_id_number,0.65,fmt_1
0.307,0.693,yes,TRUE,6,0,0.8571428571428571,0,1,1,182,exp_id_number,0.65,fmt_1
0.352,0.648,yes,TRUE,7,0,1,0,1,1,182,exp_id_number,0.65,fmt_1
0.542,0.458,no,FALSE,7,1,1,0.06666666666666667,0.9333333333333333,0.875,182,exp_id_number,0.65,fmt_1
0.656,0.344,no,FALSE,7,2,1,0.13333333333333333,0.8666666666666667,0.7777777777777778,182,exp_id_number,0.65,fmt_1
0.76,0.24,no,FALSE,7,3,1,0.2,0.8,0.7,182,exp_id_number,0.65,fmt_1
0.776,0.224,no,FALSE,7,4,1,0.26666666666666666,0.7333333333333334,0.6363636363636364,182,exp_id_number,0.65,fmt_1
0.781,0.219,no,FALSE,7,5,1,0.3333333333333333,0.6666666666666667,0.5833333333333334,182,exp_id_number,0.65,fmt_1
0.829,0.171,no,FALSE,7,6,1,0.4,0.6,0.5384615384615384,182,exp_id_number,0.65,fmt_1
0.829,0.171,no,FALSE,7,7,1,0.4666666666666667,0.5333333333333333,0.5,182,exp_id_number,0.65,fmt_1
0.836,0.164,no,FALSE,7,8,1,0.5333333333333333,0.4666666666666667,0.4666666666666667,182,exp_id_number,0.65,fmt_1
0.836,0.164,no,FALSE,7,9,1,0.6,0.4,0.4375,182,exp_id_number,0.65,fmt_1
0.858,0.142,no,FALSE,7,10,1,0.6666666666666666,0.33333333333333337,0.4117647058823529,182,exp_id_number,0.65,fmt_1
0.858,0.142,no,FALSE,7,11,1,0.7333333333333333,0.2666666666666667,0.3888888888888889,182,exp_id_number,0.65,fmt_1
0.865,0.135,no,FALSE,7,12,1,0.8,0.19999999999999996,0.3684210526315789,182,exp_id_number,0.65,fmt_1
0.876,0.124,no,FALSE,7,13,1,0.8666666666666667,0.1333333333333333,0.35,182,exp_id_number,0.65,fmt_1
0.884,0.116,no,FALSE,7,14,1,0.9333333333333333,0.06666666666666665,0.3333333333333333,182,exp_id_number,0.65,fmt_1
0.885,0.115,no,FALSE,7,15,1,1,0,0.3181818181818182,182,exp_id_number,0.65,fmt_1
0.023,0.977,yes,TRUE,1,0,0.3333333333333333,0,1,1,182,exp_id_number,0.65,fmt_2
0.076,0.924,yes,TRUE,2,0,0.6666666666666666,0,1,1,182,exp_id_number,0.65,fmt_2
0.262,0.738,no,FALSE,2,1,0.6666666666666666,0.05263157894736842,0.9473684210526316,0.6666666666666666,182,exp_id_number,0.65,fmt_2
0.351,0.649,no,FALSE,2,2,0.6666666666666666,0.10526315789473684,0.8947368421052632,0.5,182,exp_id_number,0.65,fmt_2
0.432,0.568,no,FALSE,2,3,0.6666666666666666,0.15789473684210525,0.8421052631578947,0.4,182,exp_id_number,0.65,fmt_2
0.508,0.492,no,FALSE,2,4,0.6666666666666666,0.21052631578947367,0.7894736842105263,0.3333333333333333,182,exp_id_number,0.65,fmt_2
0.529,0.471,no,FALSE,2,5,0.6666666666666666,0.2631578947368421,0.736842105263158,0.2857142857142857,182,exp_id_number,0.65,fmt_2
0.532,0.468,no,FALSE,2,6,0.6666666666666666,0.3157894736842105,0.6842105263157895,0.25,182,exp_id_number,0.65,fmt_2
0.555,0.445,no,FALSE,2,7,0.6666666666666666,0.3684210526315789,0.631578947368421,0.2222222222222222,182,exp_id_number,0.65,fmt_2
0.598,0.402,yes,TRUE,3,7,1,0.3684210526315789,0.631578947368421,0.3,182,exp_id_number,0.65,fmt_2
0.6,0.4,no,FALSE,3,8,1,0.42105263157894735,0.5789473684210527,0.2727272727272727,182,exp_id_number,0.65,fmt_2
0.622,0.378,no,FALSE,3,9,1,0.47368421052631576,0.5263157894736843,0.25,182,exp_id_number,0.65,fmt_2
0.651,0.349,no,FALSE,3,10,1,0.5263157894736842,0.4736842105263158,0.23076923076923078,182,exp_id_number,0.65,fmt_2
0.68,0.32,no,FALSE,3,11,1,0.5789473684210527,0.42105263157894735,0.21428571428571427,182,exp_id_number,0.65,fmt_2
0.71,0.29,no,FALSE,3,12,1,0.631578947368421,0.368421052631579,0.2,182,exp_id_number,0.65,fmt_2
0.783,0.217,no,FALSE,3,13,1,0.6842105263157895,0.3157894736842105,0.1875,182,exp_id_number,0.65,fmt_2
0.825,0.175,no,FALSE,3,14,1,0.7368421052631579,0.26315789473684215,0.17647058823529413,182,exp_id_number,0.65,fmt_2
0.911,0.089,no,FALSE,3,15,1,0.7894736842105263,0.21052631578947367,0.16666666666666666,182,exp_id_number,0.65,fmt_2
0.918,0.082,no,FALSE,3,16,1,0.8421052631578947,0.1578947368421053,0.15789473684210525,182,exp_id_number,0.65,fmt_2
0.95,0.05,no,FALSE,3,17,1,0.8947368421052632,0.10526315789473684,0.15,182,exp_id_number,0.65,fmt_2
0.954,0.046,no,FALSE,3,18,1,0.9473684210526315,0.052631578947368474,0.14285714285714285,182,exp_id_number,0.65,fmt_2
0.961,0.039,no,FALSE,3,19,1,1,0,0.13636363636363635,182,exp_id_number,0.65,fmt_2
0.125,0.875,yes,TRUE,1,0,0.2,0,1,1,182,exp_id_number,0.65,p40_1
0.143,0.857,yes,TRUE,2,0,0.4,0,1,1,182,exp_id_number,0.65,p40_1
0.2,0.8,yes,TRUE,3,0,0.6,0,1,1,182,exp_id_number,0.65,p40_1
0.365,0.635,no,FALSE,3,1,0.6,0.058823529411764705,0.9411764705882353,0.75,182,exp_id_number,0.65,p40_1
0.499,0.501,no,FALSE,3,2,0.6,0.11764705882352941,0.8823529411764706,0.6,182,exp_id_number,0.65,p40_1
0.536,0.464,yes,TRUE,4,2,0.8,0.11764705882352941,0.8823529411764706,0.6666666666666666,182,exp_id_number,0.65,p40_1
0.592,0.408,no,FALSE,4,3,0.8,0.17647058823529413,0.8235294117647058,0.5714285714285714,182,exp_id_number,0.65,p40_1
0.668,0.332,yes,TRUE,5,3,1,0.17647058823529413,0.8235294117647058,0.625,182,exp_id_number,0.65,p40_1
0.674,0.326,no,FALSE,5,4,1,0.23529411764705882,0.7647058823529411,0.5555555555555556,182,exp_id_number,0.65,p40_1
0.678,0.322,no,FALSE,5,5,1,0.29411764705882354,0.7058823529411764,0.5,182,exp_id_number,0.65,p40_1
0.814,0.186,no,FALSE,5,6,1,0.35294117647058826,0.6470588235294117,0.45454545454545453,182,exp_id_number,0.65,p40_1
0.823,0.177,no,FALSE,5,7,1,0.4117647058823529,0.5882352941176471,0.4166666666666667,182,exp_id_number,0.65,p40_1
0.825,0.175,no,FALSE,5,8,1,0.47058823529411764,0.5294117647058824,0.38461538461538464,182,exp_id_number,0.65,p40_1
0.844,0.156,no,FALSE,5,9,1,0.5294117647058824,0.47058823529411764,0.35714285714285715,182,exp_id_number,0.65,p40_1
0.869,0.131,no,FALSE,5,10,1,0.5882352941176471,0.4117647058823529,0.3333333333333333,182,exp_id_number,0.65,p40_1
0.888,0.112,no,FALSE,5,11,1,0.6470588235294118,0.3529411764705882,0.3125,182,exp_id_number,0.65,p40_1
0.897,0.103,no,FALSE,5,12,1,0.7058823529411765,0.2941176470588235,0.29411764705882354,182,exp_id_number,0.65,p40_1
0.907,0.093,no,FALSE,5,13,1,0.7647058823529411,0.23529411764705888,0.2777777777777778,182,exp_id_number,0.65,p40_1
0.913,0.087,no,FALSE,5,14,1,0.8235294117647058,0.17647058823529416,0.2631578947368421,182,exp_id_number,0.65,p40_1
0.918,0.082,no,FALSE,5,15,1,0.8823529411764706,0.11764705882352944,0.25,182,exp_id_number,0.65,p40_1
0.937,0.063,no,FALSE,5,16,1,0.9411764705882353,0.05882352941176472,0.23809523809523808,182,exp_id_number,0.65,p40_1
0.945,0.055,no,FALSE,5,17,1,1,0,0.22727272727272727,182,exp_id_number,0.65,p40_1
0.044,0.956,yes,TRUE,1,0,0.09090909090909091,0,1,1,182,exp_id_number,0.65,p40_2
0.048,0.952,yes,TRUE,2,0,0.18181818181818182,0,1,1,182,exp_id_number,0.65,p40_2
0.222,0.778,yes,TRUE,3,0,0.2727272727272727,0,1,1,182,exp_id_number,0.65,p40_2
0.298,0.702,yes,TRUE,4,0,0.36363636363636365,0,1,1,182,exp_id_number,0.65,p40_2
0.316,0.684,yes,TRUE,5,0,0.45454545454545453,0,1,1,182,exp_id_number,0.65,p40_2
0.426,0.574,yes,TRUE,6,0,0.5454545454545454,0,1,1,182,exp_id_number,0.65,p40_2
0.437,0.563,no,FALSE,6,1,0.5454545454545454,0.09090909090909091,0.9090909090909091,0.8571428571428571,182,exp_id_number,0.65,p40_2
0.46,0.54,yes,TRUE,7,1,0.6363636363636364,0.09090909090909091,0.9090909090909091,0.875,182,exp_id_number,0.65,p40_2
0.618,0.382,yes,TRUE,8,1,0.7272727272727273,0.09090909090909091,0.9090909090909091,0.8888888888888888,182,exp_id_number,0.65,p40_2
0.642,0.358,yes,TRUE,9,1,0.8181818181818182,0.09090909090909091,0.9090909090909091,0.9,182,exp_id_number,0.65,p40_2
0.705,0.295,no,FALSE,9,2,0.8181818181818182,0.18181818181818182,0.8181818181818181,0.8181818181818182,182,exp_id_number,0.65,p40_2
0.723,0.277,yes,TRUE,10,2,0.9090909090909091,0.18181818181818182,0.8181818181818181,0.8333333333333334,182,exp_id_number,0.65,p40_2
0.763,0.237,yes,TRUE,11,2,1,0.18181818181818182,0.8181818181818181,0.8461538461538461,182,exp_id_number,0.65,p40_2
0.795,0.205,no,FALSE,11,3,1,0.2727272727272727,0.7272727272727273,0.7857142857142857,182,exp_id_number,0.65,p40_2
0.817,0.183,no,FALSE,11,4,1,0.36363636363636365,0.6363636363636364,0.7333333333333333,182,exp_id_number,0.65,p40_2
0.818,0.182,no,FALSE,11,5,1,0.45454545454545453,0.5454545454545454,0.6875,182,exp_id_number,0.65,p40_2
0.833,0.167,no,FALSE,11,6,1,0.5454545454545454,0.4545454545454546,0.6470588235294118,182,exp_id_number,0.65,p40_2
0.866,0.134,no,FALSE,11,7,1,0.6363636363636364,0.36363636363636365,0.6111111111111112,182,exp_id_number,0.65,p40_2
0.896,0.104,no,FALSE,11,8,1,0.7272727272727273,0.2727272727272727,0.5789473684210527,182,exp_id_number,0.65,p40_2
0.902,0.098,no,FALSE,11,9,1,0.8181818181818182,0.18181818181818177,0.55,182,exp_id_number,0.65,p40_2
0.923,0.077,no,FALSE,11,10,1,0.9090909090909091,0.09090909090909094,0.5238095238095238,182,exp_id_number,0.65,p40_2
0.931,0.069,no,FALSE,11,11,1,1,0,0.5,182,exp_id_number,0.65,p40_2
0.11,0.89,yes,TRUE,1,0,0.1,0,1,1,182,exp_id_number,0.65,p40_3
0.118,0.882,yes,TRUE,2,0,0.2,0,1,1,182,exp_id_number,0.65,p40_3
0.13,0.87,yes,TRUE,3,0,0.3,0,1,1,182,exp_id_number,0.65,p40_3
0.153,0.847,yes,TRUE,4,0,0.4,0,1,1,182,exp_id_number,0.65,p40_3
0.171,0.829,yes,TRUE,5,0,0.5,0,1,1,182,exp_id_number,0.65,p40_3
0.177,0.823,yes,TRUE,6,0,0.6,0,1,1,182,exp_id_number,0.65,p40_3
0.251,0.749,yes,TRUE,7,0,0.7,0,1,1,182,exp_id_number,0.65,p40_3
0.31,0.69,no,FALSE,7,1,0.7,0.08333333333333333,0.9166666666666666,0.875,182,exp_id_number,0.65,p40_3
0.525,0.475,no,FALSE,7,2,0.7,0.16666666666666666,0.8333333333333334,0.7777777777777778,182,exp_id_number,0.65,p40_3
0.572,0.428,yes,TRUE,8,2,0.8,0.16666666666666666,0.8333333333333334,0.8,182,exp_id_number,0.65,p40_3
0.641,0.359,yes,TRUE,9,2,0.9,0.16666666666666666,0.8333333333333334,0.8181818181818182,182,exp_id_number,0.65,p40_3
0.751,0.249,yes,TRUE,10,2,1,0.16666666666666666,0.8333333333333334,0.8333333333333334,182,exp_id_number,0.65,p40_3
0.77,0.23,no,FALSE,10,3,1,0.25,0.75,0.7692307692307693,182,exp_id_number,0.65,p40_3
0.785,0.215,no,FALSE,10,4,1,0.3333333333333333,0.6666666666666667,0.7142857142857143,182,exp_id_number,0.65,p40_3
0.797,0.203,no,FALSE,10,5,1,0.4166666666666667,0.5833333333333333,0.6666666666666666,182,exp_id_number,0.65,p40_3
0.816,0.184,no,FALSE,10,6,1,0.5,0.5,0.625,182,exp_id_number,0.65,p40_3
0.859,0.141,no,FALSE,10,7,1,0.5833333333333334,0.41666666666666663,0.5882352941176471,182,exp_id_number,0.65,p40_3
0.91,0.09,no,FALSE,10,8,1,0.6666666666666666,0.33333333333333337,0.5555555555555556,182,exp_id_number,0.65,p40_3
0.919,0.081,no,FALSE,10,9,1,0.75,0.25,0.5263157894736842,182,exp_id_number,0.65,p40_3
0.935,0.065,no,FALSE,10,10,1,0.8333333333333334,0.16666666666666663,0.5,182,exp_id_number,0.65,p40_3
0.943,0.057,no,FALSE,10,11,1,0.9166666666666666,0.08333333333333337,0.47619047619047616,182,exp_id_number,0.65,p40_3
0.973,0.027,no,FALSE,10,12,1,1,0,0.45454545454545453,182,exp_id_number,0.65,p40_3
0.055,0.945,yes,TRUE,1,0,0.09090909090909091,0,1,1,183,exp_id_number,0.65,fmt_1
0.094,0.906,yes,TRUE,2,0,0.18181818181818182,0,1,1,183,exp_id_number,0.65,fmt_1
0.159,0.841,yes,TRUE,3,0,0.2727272727272727,0,1,1,183,exp_id_number,0.65,fmt_1
0.196,0.804,yes,TRUE,4,0,0.36363636363636365,0,1,1,183,exp_id_number,0.65,fmt_1
0.292,0.708,yes,TRUE,5,0,0.45454545454545453,0,1,1,183,exp_id_number,0.65,fmt_1
0.299,0.701,yes,TRUE,6,0,0.5454545454545454,0,1,1,183,exp_id_number,0.65,fmt_1
0.311,0.689,yes,TRUE,7,0,0.6363636363636364,0,1,1,183,exp_id_number,0.65,fmt_1
0.527,0.473,yes,TRUE,8,0,0.7272727272727273,0,1,1,183,exp_id_number,0.65,fmt_1
0.656,0.344,yes,TRUE,9,0,0.8181818181818182,0,1,1,183,exp_id_number,0.65,fmt_1
0.706,0.294,yes,TRUE,10,0,0.9090909090909091,0,1,1,183,exp_id_number,0.65,fmt_1
0.744,0.256,yes,TRUE,11,0,1,0,1,1,183,exp_id_number,0.65,fmt_1
0.798,0.202,no,FALSE,11,1,1,0.09090909090909091,0.9090909090909091,0.9166666666666666,183,exp_id_number,0.65,fmt_1
0.834,0.166,no,FALSE,11,2,1,0.18181818181818182,0.8181818181818181,0.8461538461538461,183,exp_id_number,0.65,fmt_1
0.859,0.141,no,FALSE,11,3,1,0.2727272727272727,0.7272727272727273,0.7857142857142857,183,exp_id_number,0.65,fmt_1
0.87,0.13,no,FALSE,11,4,1,0.36363636363636365,0.6363636363636364,0.7333333333333333,183,exp_id_number,0.65,fmt_1
0.872,0.128,no,FALSE,11,5,1,0.45454545454545453,0.5454545454545454,0.6875,183,exp_id_number,0.65,fmt_1
0.897,0.103,no,FALSE,11,6,1,0.5454545454545454,0.4545454545454546,0.6470588235294118,183,exp_id_number,0.65,fmt_1
0.904,0.096,no,FALSE,11,7,1,0.6363636363636364,0.36363636363636365,0.6111111111111112,183,exp_id_number,0.65,fmt_1
0.907,0.093,no,FALSE,11,8,1,0.7272727272727273,0.2727272727272727,0.5789473684210527,183,exp_id_number,0.65,fmt_1
0.945,0.055,no,FALSE,11,9,1,0.8181818181818182,0.18181818181818177,0.55,183,exp_id_number,0.65,fmt_1
0.948,0.052,no,FALSE,11,10,1,0.9090909090909091,0.09090909090909094,0.5238095238095238,183,exp_id_number,0.65,fmt_1
0.951,0.049,no,FALSE,11,11,1,1,0,0.5,183,exp_id_number,0.65,fmt_1
0.028,0.972,yes,TRUE,1,0,0.16666666666666666,0,1,1,183,exp_id_number,0.65,fmt_2
0.114,0.886,yes,TRUE,2,0,0.3333333333333333,0,1,1,183,exp_id_number,0.65,fmt_2
0.348,0.652,no,FALSE,2,1,0.3333333333333333,0.0625,0.9375,0.6666666666666666,183,exp_id_number,0.65,fmt_2
0.354,0.646,no,FALSE,2,2,0.3333333333333333,0.125,0.875,0.5,183,exp_id_number,0.65,fmt_2
0.454,0.546,no,FALSE,2,3,0.3333333333333333,0.1875,0.8125,0.4,183,exp_id_number,0.65,fmt_2
0.458,0.542,no,FALSE,2,4,0.3333333333333333,0.25,0.75,0.3333333333333333,183,exp_id_number,0.65,fmt_2
0.489,0.511,yes,TRUE,3,4,0.5,0.25,0.75,0.42857142857142855,183,exp_id_number,0.65,fmt_2
0.576,0.424,no,FALSE,3,5,0.5,0.3125,0.6875,0.375,183,exp_id_number,0.65,fmt_2
0.59,0.41,no,FALSE,3,6,0.5,0.375,0.625,0.3333333333333333,183,exp_id_number,0.65,fmt_2
0.596,0.404,no,FALSE,3,7,0.5,0.4375,0.5625,0.3,183,exp_id_number,0.65,fmt_2
0.624,0.376,no,FALSE,3,8,0.5,0.5,0.5,0.2727272727272727,183,exp_id_number,0.65,fmt_2
0.629,0.371,yes,TRUE,4,8,0.6666666666666666,0.5,0.5,0.3333333333333333,183,exp_id_number,0.65,fmt_2
0.633,0.367,yes,TRUE,5,8,0.8333333333333334,0.5,0.5,0.38461538461538464,183,exp_id_number,0.65,fmt_2
0.649,0.351,no,FALSE,5,9,0.8333333333333334,0.5625,0.4375,0.35714285714285715,183,exp_id_number,0.65,fmt_2
0.722,0.278,no,FALSE,5,10,0.8333333333333334,0.625,0.375,0.3333333333333333,183,exp_id_number,0.65,fmt_2
0.729,0.271,no,FALSE,5,11,0.8333333333333334,0.6875,0.3125,0.3125,183,exp_id_number,0.65,fmt_2
0.731,0.269,yes,TRUE,6,11,1,0.6875,0.3125,0.35294117647058826,183,exp_id_number,0.65,fmt_2
